gene	TE_E5	TE_E6	TE_E7
SMIM5	0.7	0.3	0.4
C16orf80	81.7	70.3	75.3
ATF2	4.4	6.2	6.3
ATP5C1	453.1	554.6	480.2
PRR23B	0.2	0.4	0.4
UBE2K	35.5	40.7	42.9
SLC38A5	0.3	0.4	0.1
TERF2IP	5.3	5.1	4.4
UPF1	14.1	14.6	10.9
LAT2	0.8	0.9	0.6
SF3A2	32.9	28.5	25.7
SCARNA12	25.8	21.2	25.6
C3orf67	1.1	0.7	0.8
LOC101928525	2.3	2	1.4
CCDC42	0.3	0.2	0.6
ATG16L1	28.9	26.9	21.8
RPH3AL	0.3	0.1	0
CIDECP	21.3	15.8	17
RUVBL1	89.1	97.7	107.4
MIR7110	4.2	3	3.5
ABCB1	0.1	0	0
MIR6847	19.3	10.2	10.5
OAZ1	1650.7	1524	1615.7
INIP	15.8	19	21.5
ZNF688	0.8	1	0.6
CCDC66	5.2	7.1	6.7
FAM199X	4	3.6	3.1
CRYZ	17.8	19.2	22.1
LINC00669	0.6	0.6	0.6
TRAF6	3.1	1.9	1.7
CSNK1A1P1	4.6	4	3.6
EBPL	19.6	28.3	29
CXADR	58	42.5	18.4
GCDH	44	36.5	33.9
NASP	178.5	165.4	179.2
ZCWPW2	0.1	0	0.1
BAG5	15.2	14	11.3
C17orf58	9	17.1	17.6
DYNC2H1	0.3	0.5	0.4
NUPR1L	0.4	0.5	0.3
FCHO2	1.6	2.3	2.6
BMP8A	0.9	0.6	0.4
RAD54B	11.6	9.3	9.9
SCARNA1	3.1	2.8	2.8
SSRP1	83.3	59	40.1
GATAD1	3.6	5.4	4.4
AKT1S1	21.3	25.9	34
PIGO	12.6	10.3	6.3
WTIP	4.1	3	2.3
ISY1	12.1	15.2	16.9
CLTCL1	1.7	0.6	0.9
MTHFD2L	1.2	1.5	2.1
BRD2	47.9	65.3	63.2
KIAA0100	13.6	12.3	12.2
C1QBP	1131.6	1100.3	1233
WDYHV1	14	9.8	8.8
ATP5S	7.7	7.7	7.7
MPHOSPH10	40.8	41.9	41.3
AP4M1	17.7	14.7	18.6
ALKBH3	6.6	6.1	6.4
SCYL3	2.6	3.1	3.2
CHRNA10	0.8	2.7	1.5
EPC2	2.6	4.5	3.8
PLEKHO2	6.2	4.9	6
ZNF672	6.2	8.8	8.5
SAMD4B	8.8	8.6	11.5
WHSC1	8.2	6.2	5.4
SP2	6.2	7.9	9.4
CNIH1	114.4	150.3	131.8
TGOLN2	14.3	17.3	16
PDE8B	1	0.2	0.4
DGUOK-AS1	3.5	4	4.4
QRICH1	22.7	28.2	30
UTP14A	40.7	42.5	31.5
FOXN2	5.2	7	6.1
FTSJ2	88.7	79.6	82.2
ELMOD2	6	5.6	4.2
CHCHD6	12.1	14.4	14.8
RNMT	10	11.5	10.4
ZFP91	5.5	9.1	7.3
BAGE	0.2	0.4	0.2
DSE	1.4	0.6	1.4
SNORA45A	6.3	8.4	9.1
TMED11P	0.3	1	0.3
GZF1	3	4	3
STXBP5	1.6	1.9	1.7
VPS16	11.6	11.6	11.6
LRPPRC	58.5	66.9	60.2
OSBP	11	10.2	9.7
MRGPRX3	0.2	0.1	0.2
SNORA5A	1	1.2	1.9
ROMO1	1089	869.4	1009.1
NAT1	2.4	5.4	5.3
PELP1	15.1	16.7	14.5
TPM3P9	6.3	4.3	5.2
NUDT12	0.4	0.3	0.4
BOD1	14.2	15.4	12.9
ZNF774	0.3	0.4	0.5
BTBD7	5.1	4.9	4.9
PHF7	3.2	3.7	4.3
SHFM1	475.4	547.5	606.5
RABGGTB	134.2	158.4	119
KCTD5	12.8	11.1	14.5
SNX8	66.3	37.7	18
SLIRP	3416.9	2883.6	2604.7
TMEM230	40.2	41.5	37.9
ACAP1	0.5	0.3	0.3
LOC100507217	14.8	19.5	19
GPHA2	4.6	0.6	1
CNOT2	28.7	32.9	29.5
PIK3C2A	5.5	9.8	12.1
CXorf40B	30	18.2	18.4
FXR2	8.8	11	13.1
CDC25B	19.9	19.2	21.9
SLC35C2	14.6	12.1	21.5
SNX4	19.8	30.4	27.4
GTF2F2	57.5	62	60.3
ANKRD19P	8.3	12.6	9.6
TCEB1	62.4	73.7	73.6
FBF1	0.7	0.9	0.8
ARF6	35.3	35.3	32.2
CCDC40	0.2	0.1	0.1
NDUFS1	42.4	50.4	43
SPATA5L1	5.7	6.4	6.8
DDRGK1	32.9	35.6	43.4
TSSK6	0.2	0.2	0.6
LOC100130331	0.6	0.4	0.4
C6orf62	201	184.4	167
PCGF1	26.7	27.3	37.3
RPS14P3	101.9	109.2	122.2
RANGRF	84.9	160.9	155.5
TRPV3	5.4	4.1	5.4
STK38L	3.1	5.2	6.2
SPAG5-AS1	1	1.4	0.9
RPL19P12	39.8	55.1	56.5
RNF7	43	53.8	60.9
ZNF524	1.9	2.6	3.6
KDF1	19.2	14.7	17.2
TRIM5	5	5.8	9.3
MEGF8	1.4	1.2	0.4
ERCC2	11	8.8	6.7
GPHN	3.4	3.4	3.2
ADRBK2	2.6	2.3	3
CILP2	0.5	0.3	0.3
RPL37A	1954.7	2451.4	2588.3
C9orf41	2.6	3.9	3.6
FNTB	9.3	10.8	8.3
SLC29A2	23.4	22.2	20.9
ATF6B	5.2	7.3	7.3
MEF2BNB.uid_23523	22.2	15.9	12.8
LOC101927081	0.3	0.6	0.6
UBAC1	46.6	48.4	44
ELMSAN1	12	11.1	12.2
GOPC	5.6	7.5	9.3
IKBKG	1.9	1.5	1.9
ADPRH	0.1	0.3	0.3
SPG20OS	0.2	0.4	0.3
ANKRD40	23.9	21.2	15.7
EID1	64.5	60.1	56.4
TCERG1L	3.6	2.7	2.5
LOC145783	0.4	0.3	0.5
KIF20B	11.4	16.5	15.7
NDUFA5	12.7	17.2	14.4
PEF1	60.8	53.5	56.5
MRFAP1	300	305.8	281.2
LSM3	265	321.9	326.9
YBEY	20	17.4	18.7
SLTM	32.1	45.3	53.8
ENO1-AS1	0.5	0.5	0.8
SPSB3	75.4	46.1	56
CYTH3	8	5.4	4.9
HSD11B2	1.7	1.7	2.9
PRAMEF1	0.1	0.4	0
SUGCT	3.1	1.8	2.4
DNPH1	62.2	56	34.2
ZNF622	106	65.5	66.7
NRG4	1	1.7	0.8
UBL7-AS1	4.6	3.9	7.3
KLHDC4	18.8	18.9	14.5
CKMT2-AS1	1.9	2.8	2.6
KLHL11	4.7	3.9	11.4
HMGN2P46	0.3	0.2	0
MRPL45P2	1.8	2.2	1.7
TMEM14A	38.8	35	35.8
ATP5J	762.5	968.8	806.9
LOC101929655	0.2	0.2	0.3
FAM53B	4.5	4.3	2.9
TSTD3	1.4	2	2
ANAPC11	377.6	361.1	396.1
DMTF1	5.1	9.3	7.6
SLC51A	0.1	0.3	0.1
CCDC106	2	1.7	1.5
CHRNB1	1.8	3.9	5.7
NKIRAS2	41.6	28.3	30.8
ZNF623	3.3	1.9	1.5
DYNC1I2	10.9	10.6	11
PRKRIP1	39.6	23.7	22.3
ATG2B	0.8	1.3	1.6
SMARCD1	6.1	6.9	5.8
NBEAP1	0.1	0.1	0.2
DIMT1	65.5	100.2	106.1
PAPD7	9.7	9.4	8.9
SLC25A14	9.8	10.7	12.8
KDM4B	1.5	1.8	1.7
EDF1	383.4	479.2	533.8
PRKRIR	5	5.3	4.2
NME2.uid_22041	162.1	186.8	205.3
MTRNR2L9	4.4	3.2	3
ARHGEF10L	0	0.1	0.5
METAP1	49.2	59	50.2
PRSS50	1.2	0.2	0
GAPDH	2583.3	3523.9	3839.8
UBE2J2	52	47.5	47.2
TIMM13	402.5	349.2	344
LPP-AS2	0.6	0.3	0.3
MIR497HG	0.9	1	1.3
ENKD1	4.7	2.2	2.9
PRKCSH	18	33.2	35.6
ZNF618	0.3	0.1	0
DYNC1LI1	31.5	30.1	31.4
SNORA70G	4.5	4.7	4.6
MYO19	22.6	29	27.7
GNG3	0.8	1.4	1
THRSP	0.2	0.8	0.8
MIEF2	3.8	2.6	2.8
TMEM186	23.7	25.5	26.6
SPPL2B	3.1	4.6	4.2
SUMO4	0.5	1	0.5
SPIN2B	0.8	0.9	0.3
PPP1R27	0.2	0.2	0.6
MPHOSPH6	60.2	78	78.1
XRCC6	245	251.9	250
NPLOC4	26.9	20.4	21.8
THYN1	49	49.5	60.8
ANKRD23	0.8	0.9	2.1
FAM114A2	7.8	8.7	6.7
ERBB3	17.5	10.3	15.4
SNORA76C	6.9	13	19
SLU7	21.3	21.4	22.2
COPE	254.3	249.3	278.2
FLJ10038	0.5	0.6	0.5
SS18L1	2.4	4.2	4.5
CCDC121	0.4	0.5	0.8
GID8	21	22.2	20.9
LMBRD2	2	2.6	1.8
THADA	7.3	5.7	6.2
KANK3	0.7	0.8	0.7
GANAB	36.8	57	67.1
LOC102288414	173.7	127.3	138.1
AMZ1	0	0.2	0.3
FAM178B	2.7	2.9	3.4
CIZ1	12.2	9.8	9.6
MIR7-3HG	0.2	0	0.1
TUBB1	0.4	0.5	0.5
POLN	0.3	0.6	0.3
RBBP5	14.6	15.1	13.8
C19orf70	142.6	111.5	75.2
NAT14	3.7	2.3	2.5
SLC8A2	0.2	0	0
KHSRP	38.3	39.3	27
MRPS31	82.7	62.3	44.5
SNHG5	282	573.4	404.1
TYW1	6	6.2	6
SH3YL1	1.4	2.8	2.7
MLH3	1.5	2.1	2.7
FKRP	2.3	2.7	2.4
G3BP1	222.1	231.2	172.2
USP18	0.6	0.4	0.3
NPAS1	0.9	0.3	0.1
NDUFS6	825.2	724.5	715.3
COG1	7.5	7.9	8.2
FAM86B3P	0.5	0.7	0.5
GRB14	0.7	0.9	1
SNRNP35	40.5	34.8	31.4
U2SURP	24.9	27.7	21.7
ASCL2	0.2	0.1	0
SNRPB2	95.8	111.6	115.3
AK7	0.7	0.9	2.2
ASAH2B	1.7	1	1.1
PRKCI	7.5	7.8	8.1
ZNF529	3.2	4.5	3.3
CETN2	60.3	49.2	44.6
KIF26A	2.1	1.2	0.6
MIR6879	23	20.6	18.7
HOXC-AS1	0.1	0.4	0.4
FBXL19	1	1.1	0.8
SAMM50	71.3	64.2	65.6
NARS	147.7	220	183.8
FAM200B	7.5	7.7	6.7
PARK7	435.7	495.6	489.2
BRD7	10.2	9.1	7.6
SAPCD2	31.6	20.6	11.7
DUS4L	6.4	4.1	4.6
RIMS2	0.2	0.2	0.5
WBP2	23.2	28.3	49.1
TMEM179B	141.4	99.1	73.4
C22orf15	0.3	0.2	0.1
DHRS4-AS1	0.4	0.5	0.4
DUOXA1	0.1	0.3	0.9
TBX20	1.1	0.5	0.6
DHPS	21.5	28.5	36
UBA6-AS1	1.4	2.6	3.1
LENG8	4.1	5	4.8
SEC13	129.2	116.2	161.8
DIP2C	0.3	0.7	1
ZNF816	8	10	7.9
IL1RAPL1	0	0.1	0
TMED4	34.9	35.9	36.7
TMEM115	21	19.1	28.3
TCF3	10.7	9.7	9.8
SLC25A43	8.9	8.8	3.4
GDF9	15.6	6.7	6.1
NDUFAF4P1	1.1	1.2	0.9
HPS4	5	4.1	4.1
TNRC6A	6	7.4	6.6
ACY1	6.9	12.9	14.5
SMG1P5	0.6	0.4	0.7
CBWD2	3.7	6.1	10
LINC01176	0.3	1.5	1.4
NDUFS2	114	111	85.3
FAM96B	516	417.1	392
D2HGDH	0.3	0.4	0.4
SH2B2	0.3	0.4	0.7
ZNF611	5.2	4.7	4.5
ZNF761	8.5	11.9	12.5
AASDHPPT	20.9	29.6	28.9
CLDN10-AS1	1.1	0.4	0
TRMT44	3.9	3.1	3.2
SERHL2	2.1	2.1	1.8
UBE2E1-AS1	0.3	0.2	0.1
NEK4	5.8	4.2	3.1
FBXO10	1.1	1.2	1.1
ZBTB40	6.6	6.1	7.1
SNAPC4	5.2	6.4	4.9
ARIH2	47.3	53.8	52.8
EGLN1	1.6	2.4	1.4
NCR1	4.1	1.5	0.6
DHRS7	7.7	7.1	10.6
EMG1	187.2	173.2	219.4
UBE2DNL	0	0.1	0.4
PRPF40A	44.2	49.7	56.4
NONO	132.5	125.1	117.2
FTX	1.1	1.7	1.6
TBC1D7	51.5	32.5	27.2
GSTT1	1.1	20.7	51.1
ESD	25.7	50	43.8
ZNF815P	0.2	0.4	0.2
MEA1	202.3	199.8	226.2
KIAA1324L	0.2	0.3	0.2
GEMIN6	87.3	131.7	106.6
CCSAP	2.9	4.4	4.5
CEP120	1.9	1.9	1.1
CCL27	0.2	0.4	0.7
TCEB3	55.2	48.5	46.3
BRIP1	0.8	1.1	0.8
UNC13C	0.3	0	0
SPAG5	51	35	34.4
WIPI1	3.5	2.5	8.5
SARDH	0.1	0	0
GNGT2	0.6	0.1	0.1
LOC100131303	0.1	0.3	1
FBXO28	11.4	13.9	11.3
RPL4	496.7	542.3	540.7
MARS2	10	13.8	9.7
LOC100288842	1.4	1.9	1.8
SNORD110	16.1	15.6	12.7
CHN2	1.3	1.1	1.4
HNRNPM	298.7	261.8	270.1
HDHD3	40.4	37	37.2
COA1	81.2	79.4	64.6
AK2	55	50.7	34.6
DTD1	37.1	26.6	21
MIR3064	19.3	9.7	12.2
CITED1	0.2	0.5	0.1
NXT1	73	76.8	78.8
TBCEL	0.4	0.9	0.5
APOOL	7.9	9	7.3
FAM19A3	1.4	0.1	0.1
KIAA0355	1.1	1.6	2.3
TTLL3	1	1.5	1.6
NEFM	0.8	1.1	0.8
C8orf12	0.6	0.3	0.1
RPA2	87.8	103.5	124.2
ANKRD36BP2	0.4	0.2	0.1
RPS16	1830.8	1972.4	2120.6
NOP16	526.9	450.9	355.6
BMS1P20	6.7	3.9	4.3
PKMYT1	29.8	34.7	38.1
CETN3	34.5	40.9	36.8
TBCCD1	8.5	6.8	5.2
SNORA80A	5.3	3.4	2.8
CTDNEP1	29.6	28	26.7
PNO1	72.4	88.2	95.9
SNORD45A	7.6	4.3	3.4
METTL18	9.9	8.7	7.7
DOK3	2.3	7.1	5
TOPORS-AS1	10.3	7	13.3
RPAP2	6.9	7.9	7.8
SDHAF2	80.4	90.5	95.8
CHEK2P2	0.9	0	0
CWC22	13	18.8	18.1
EP300-AS1	0.6	0.3	0.4
TFPT	49	30.2	33.4
MRPS33	141.7	118.4	86.5
PAF1	51.1	41.8	42.5
PLAC9	0.5	0.4	3
TPTE2	0.4	0.6	0.4
TANC1	1	1.2	1
PLXNB3	0	0.1	0
ZKSCAN3	0.7	0.7	0.5
LOC101928559	0.2	0.1	0.4
SCARNA9	2.2	2.8	1.5
ZNF131	13.2	16.7	13.3
DHX38	15.5	18	20.2
PCDH11X	0.1	0	0
BEND7	1.1	0.5	0.6
JMJD7	3.9	3.8	4.1
CENPQ	9.7	15.5	21.8
PMS1	7.9	13.3	10
BRF2	15.4	15.9	19.3
LOC101929231	0.9	0.2	0.7
MTRNR2L3	1.6	0.9	1.3
TRIM17	0.9	0.6	0.6
LOC102724153	0.7	0.3	0.2
MAN2B1	5.1	5.3	6.3
EPS15	7.9	10.7	11.6
KLHL8	1.4	2.8	2.6
LINC00648	0.3	0.6	0.6
PIGQ	3.1	3.6	4.2
EIF3A	79.5	86.3	79
GJA4	0.1	0.2	0
PAQR6	0.8	1.4	1.5
NUDT16	4.5	5.7	5.4
UQCRBP1	10.5	15.9	10.5
OSGEPL1	9	8.3	5.9
NTPCR	82.1	48.5	57.7
PSMB3	758	791.5	926.1
GDPGP1	1	1.3	1
HCG8	0.3	0.3	0.1
CDH24	0.1	0.6	1.3
HSPB9	0.4	1.5	1.6
DCLRE1B	7.5	8.3	7.8
PHLDB1	3.9	4.1	4
ALKBH4	14.1	14.6	16.3
RBM26	6.5	10.1	7.3
MRPL19	17.8	18.4	16.1
TCTE1	0.1	0.1	0
INPP5K	16.8	13.1	15.8
CCDC93	5.9	6.6	6.5
ZNF74	2.5	3.8	4.4
HNRNPA1L2	3.4	1.9	1
NEK7	4.3	4.6	4.2
TSPAN31	2.4	2.1	1.4
ST3GAL4-AS1	3	4	5
ACRV1	0.6	0.6	0.6
TRIM65	1.2	2	1.7
MOB1A	52.1	59.2	67.4
RBM18	22.6	27	26.1
LINC00310	0.1	0.4	0.1
NXPH4	0.1	0	0
LOC100507462	0.4	0.6	0.6
LSM2	171.6	211.6	250.2
TRADD	5.2	4.1	6.5
R3HDM1	6.1	8.1	7.5
MAFK	1	1.3	1.1
MUSTN1	0.3	0.7	0.8
LZIC	34.6	35.1	34.1
LOC101929715	0.2	0.1	0.1
MAT2B	25.2	33	43
LOC100130673	0.3	0.3	0.3
S100A3	0.1	0.1	0.1
USE1	21.4	22.2	22.4
PEX26	3.1	3.5	2.8
PCDHB2	0.5	0.1	0.2
POLL	8.4	7.2	8.2
JAK2	0.4	0.7	0.7
DDX19B	11.8	11.7	14
PPP1CA	294.1	237.6	257.4
ZEB1-AS1	0.6	0.2	0.1
NOL7	132.7	135.4	177.6
CALML4	3.3	3.4	2.9
SLC25A40	2.1	3.7	2.8
ORC3	12.1	18	17.3
NECAB3	10.6	7.3	6.4
ARF1	524.2	475.6	480.1
MKKS	70.4	54.7	36.8
FRG1	93.6	57.9	56.6
MAGOH2	7	12.6	10.3
MREG	1.7	3.6	4.8
SPEF2	0.6	0.2	0.1
SNORA66	7.1	9.3	8.3
TMEM9B	59.2	50	38.7
RPL31	1136.4	1485.7	1595.9
SPATA17	2.8	1.8	0.8
HS1BP3	3.9	3	2.4
TAX1BP3	45.9	44.4	35.9
NAA25	14.1	20.3	19.2
JRKL	1.1	1.2	1.3
SAMD4A	0.1	0.1	0.2
C7orf50	78.1	66.2	69
ZNF224	1.3	1.4	1.5
IFNGR1	16.2	21.9	32.5
ZNF436	1.7	2.5	4.5
NR2C2AP	30.7	42.1	43.7
TWISTNB	28.3	32.7	30.5
SNORD80	78.6	75	61.1
SERTAD4-AS1	0.1	0.2	1
CLCN7	2.6	3.3	3.4
P4HA2-AS1	0.3	0.4	0.2
GMNN	186.2	189.2	178.1
THAP6	1.9	2.7	2.2
SUOX	1.7	4.6	7
TJP1	24.4	27	21
SUMO1P3	7.7	9.9	11.2
LOC100506730	0.4	0.6	1.2
IRX5	0.1	0	0
C19orf43	78.3	85.1	86.8
OASL	0.5	0	0
CDC73	5.1	8.7	9.5
BCL7B	21.3	23.7	22.9
VDAC3	200.1	235.4	195.4
MRPS25	85.8	67.5	58.3
APBA3	5.9	6.2	7.2
LOC729970	0.6	0.3	0.1
ZNF583	1	1	1
NFRKB	13.5	17.9	16.2
SIRT7	20.8	13.3	15
SNORA70F	2.2	1.2	1.8
MRPS30	107	97.1	85.8
GGPS1	9.2	13.2	17.6
DAZAP2	28	27.4	23.8
NELFA	18.7	23.2	23.9
GPD2	33	11.4	5.2
C22orf39	11.1	15.8	17.3
SLC10A3	9.7	13.3	9.2
NDUFC2	69.1	78.6	66.8
SLC10A7	2.7	3.6	4.1
SND1	40.1	53.8	61.4
MTBP	2.8	3.3	3.1
ANP32AP1	8.1	8.8	9.7
SUZ12	15.5	21.9	17.4
NUBPL	8.8	8.7	8.7
LINC01220	0.1	0.1	0.2
ZNF625	2.9	4.1	2.3
PHLPP2	1.9	1.8	1.6
TCP10L	0.5	0.6	0.7
ERICH1	46.2	31.8	32.6
WDR45B	59.6	59.9	60.6
LOC648987	1	0.7	0.9
RPN1	163	187	193.3
ZFYVE27	7.7	10.2	11
SNORA71B	2.2	4.6	2.8
C19orf48	402.7	317.9	310
HDDC2	117.3	115	100.9
ALS2CR12	0.1	0.3	0.1
ACTA1	0.4	1.2	0.6
RNF103-CHMP3	0.1	0.5	2
PRRC2C	35.9	45	40.9
B3GALNT1	0.3	0.4	0.4
KRR1	19.6	29.7	39.1
CCDC64B	1	1.7	2.7
IER3IP1	48.9	68.4	82
MRPS12	505.3	464	380.2
ZNF790	1.6	2	2.2
C18orf32	29	17.6	18.4
C3orf58	2.5	5.3	3.6
TMEM52	3.8	11.6	14.2
CLIP1	31.1	22.7	20.9
BCAR3	1.7	6	7.5
NLK	4.2	2.9	3.5
CRKL	43.8	28.7	27.6
PRRC2A	9.1	11.2	12.3
SCD5	0.1	0.3	0.6
NAA35	13.4	20.1	19.8
AURKAIP1	604.5	412.2	484.5
CCDC155	0.1	0.1	0.1
ME1	0.1	0.5	1.1
RBM4	64	58.2	62.7
TRIM52-AS1	10.5	5.1	2.7
RAD23A	106	95.6	112.2
ZFYVE20	5.6	5.3	5.4
CYFIP1	16.8	18.2	23.2
LOC100129034	3	2.8	2.8
FAM185A	2	2.3	2.3
YRDC	32	44.7	46.3
RFNG	11.3	10	8.2
TMEM30B	0.1	0.6	1.8
AK9	0.5	0.3	1
WBP4	23.8	22.3	22.2
LINC00493	202.9	259.3	298.3
KAT6A	3.1	3.6	2.8
RPLP2	2502.3	3120.1	3689.8
DDX42	20.3	17.8	14.1
KIAA0195	3.4	5	5.5
ZDHHC7	15.2	17.4	13.6
PRKACA	3.8	2.9	2.6
HS3ST3B1	0	0.1	1.3
SSSCA1-AS1	0.6	1	1
LOC101929225	0.8	1.1	0.7
MED23	3.2	3.1	3.4
FASTK	16.4	19.8	20.9
HIST1H2BF	1.9	2.2	2.6
ITPRIPL1	0.5	2.5	1.8
KCTD3	9.2	8.8	5.2
ABCF1	72.9	77.9	90.1
ZNF732	1.8	2.7	1.9
FUK	1.3	1.1	1.1
TMPO	45.9	68.5	48.4
DUSP8	0.2	0.2	0.3
RIPK1	2	2.3	2.1
TM2D1	20.5	24.9	23.5
ASH1L	5.1	5.3	5
HNRNPDL	78	101.7	83.9
CCDC58	81.3	91.8	107.5
PARP2	55.8	65.7	52.1
ZNRF2	0.5	1.5	2
NUDT13	1.1	1.2	1
CLDN12	5.4	10.4	9.6
KCNK9	2.3	0.3	0.1
CCL28	3.5	3.2	2.8
EIF3J-AS1	2.6	6	8.3
C1orf159	5.4	5.2	7.3
LOC100506472	0.5	0.4	0.3
ZNF565	4.6	4.1	4.3
AARSD1	14.6	18.2	11.2
ZNF497	0.3	0.1	0.2
KPTN	16.7	15.1	21.1
GABPB1-AS1	3	4.4	5.2
TSNARE1	1	0.7	0.9
PTPRF	23.1	23.6	20.6
VHL	6.9	11	10.1
TCEANC	1.2	0.7	0.4
LINGO2	0.4	0	0
LOC100500773	0.1	0.8	0.2
RCE1	38.2	40.5	39.2
CLNS1A	107.6	115.4	100
LIME1	3.1	4.2	3.5
BOP1	1.2	1.3	1.1
ATP8A2	1	2	1.3
LOC102467073	0.5	0.2	0.3
LOC102724316	11.4	11.2	13.1
ARHGEF11	2.8	2.5	2.9
DICER1-AS1	0.7	0.5	0.2
NR2F6	63.2	74.9	71.6
GSKIP	35.6	51.3	59
SLC39A6	5.1	10.4	13.3
CCDC113	0.8	0.3	0.4
RBM45	8.2	6.9	5.8
PHRF1	4.8	5	5.3
ZMYM1	7.5	8.8	6.9
DOHH	6.8	11	22.5
FOPNL	17.3	21.2	25.3
TOMM22	309.8	320.2	297.8
LINC00618	1.8	1.7	1.2
HABP2	0.9	0.2	0.2
CDAN1	3	1.8	1.7
FAM178A	5.7	6.8	6.2
NIFK	113.5	131.8	131
RPL35	1565.9	1367.7	1521.4
ZNF300P1	1.6	2.1	2.7
HIPK1-AS1	0.1	0.1	0.1
SEC14L4	0.4	0.8	1.1
LCA5	0.2	0.5	0.9
LHFPL3-AS2	3.6	2.9	4.2
MIRLET7DHG	1.1	1.9	1.2
ALDH5A1	0.7	1.1	0.7
SNORD88C	6.8	4.5	2.4
FAM208B	5.4	6.4	5.3
LYPLAL1	14.3	15.3	16.1
PLS3-AS1	0.2	0.3	0.4
PUM2	9.7	13.9	12.9
PATL1	10.4	11.7	8.9
CCDC122	0.6	0.4	0.5
PXT1	0.2	0.2	0.1
TFB1M	32.2	20.6	20.5
DPAGT1	35.6	39.2	48
RNU4ATAC	36.5	32	29.1
TMEM216	10.3	10.9	10.9
VTI1A	7.8	6.9	7.6
IP6K2	90.7	84.8	103
NDOR1	8.1	7.7	8.3
HSPB3	2.8	1.8	0.8
CACHD1	4.3	4.2	1.9
TMEM70	71.2	99.1	105.9
POLR2K	122.8	205.5	181.5
OR52E6	0.2	0.4	0.2
SNORD50A	64.5	108.8	137.6
RINT1	13.2	14.3	12
METTL4	5.3	9.9	11.7
COPS8	36.5	32.7	31.3
PRKAR2A	5	6.8	6.7
CDC37	187.7	171.4	199.8
ARHGAP21	4.8	3.5	3
PABPC1	475.3	501.3	387.5
IARS	46.5	71.8	58.6
MZT2A	16.7	24.7	24.7
HECTD1	8.9	10.7	10.3
ZNF628	2	1.9	1.2
MBD1	12.9	15.1	17.6
SNRPE	92.3	121.7	113.9
C16orf13	82.6	113.1	112.7
APBB3	1.7	3.2	4.5
RPL37	443	494.6	535.3
C2orf76	8.4	9.2	11.6
RBM6	41.3	40.3	37.1
CCDC11	0.2	0.3	0.6
OGFOD2	15.2	12.6	15.4
PDZD7	0	0	0.1
CCT6B	0.5	0.3	0.1
GMEB1	10.1	12	15.9
ZNF514	0.3	0.5	0.7
GNPTG	24.4	32.4	27.9
ARFGAP1	22.9	28	27.9
DLL4	0.1	0.1	0.1
EEF1G	226	224.7	280.4
HIST1H1T	0.6	0.3	1.3
MTRNR2L10	10.5	10	10.2
ZDHHC17	4.1	7	5
LINC00910	0.3	0.2	0.5
ADAD1	0.5	0.2	0.1
BIN3	17.3	16.4	22.5
PMM2	74.7	67.1	68.9
ZNF133	5.4	6.4	5.1
LOC101928731	0.4	0.3	0.1
ANKHD1-EIF4EBP3	5	3.9	4
DDI2	2.5	3.5	2.8
QRFP	0.5	0.3	0.6
C7orf25	5.5	4.6	4.3
ZFP69	1	1.1	0.9
FAM120B	1.9	1.6	1.5
DNAJA3	36	46.8	46.6
POLE2	17.1	19.3	14.4
TBC1D17	4.7	5.4	9.2
RIT1	3.6	5.5	7
PPP4R2	11.6	12.7	10.8
TRIP11	6.4	5.6	5.6
ZNFX1	5.4	6.7	6.4
EIF4H	91.3	66	65.1
SNORD10	11.7	25.1	17.3
FURIN	38.9	34	28.4
ZNF117	0.3	0.7	1.1
DMD	2.8	3.4	4.6
UBE2E4P	2.6	3.4	4
HSPE1	555.4	720.8	832.5
OGG1	6.9	7.1	8.9
DUSP28	1.8	1.6	1.6
RAD18	5.4	6.8	6.9
NDUFS8	310.8	285.5	288.2
RNMTL1	72.3	73.1	78.3
MFSD11	11.5	17	13.2
HIST1H3D	5.5	3.7	11
BTBD18	1	0.3	0.2
MAP2K4	6.6	6.5	6.9
STRN	1.4	1.3	1.5
ZBTB26	0.8	1.6	1.5
ZNF444	6.2	7.2	7.1
MFSD3	5.1	6.4	4.1
DPH1	8.3	9	9.1
ALG11	32	23.6	26.8
TAS2R4	0	0.4	0.2
PSMB1	823.4	788.7	812.9
NSRP1	28.1	33.6	31.7
LINC01021	3.4	3.6	7.6
MIP	0.1	0.1	0.3
ERRFI1	15.9	36.8	62.1
CLDND1	22.9	44.2	63.3
POLI	1.5	1.8	2.1
CLPTM1L	46.2	39.3	33.3
U2AF1	481.3	467.2	529.1
ASCC1	16.1	18.5	18.4
BICC1	0	0.1	0
CALU	31.3	45.9	49.1
BRMS1	173.2	120.9	131.8
YTHDF2	78.7	91.4	108.7
DEPDC1B	7.8	11.7	18.3
DDX19A	24.5	29.4	28.3
NIPBL	8.2	8.5	8.1
ROCK2	4.5	4.8	4.5
TEX261	11.6	13.8	10.6
WDR59	8.5	8.4	8
MIR181A2HG	0.2	0.7	0.7
C1orf43	65.3	75.8	78.3
ZNF728	4.5	5.6	4.2
CNOT4	10.2	9	7.9
MDH1	287.2	292.3	235
NEIL3	3.7	6.7	6.5
PET112	31.2	32.8	30.2
USP6NL	1.8	2.3	2.6
RIC8A	17.6	19.1	24.6
PCBP4	2	2	2
FOXJ3	4.5	6.3	6.5
ZNF33A	2.6	3.1	2.5
SSUH2	0.1	0.3	0.3
PRSS21	0.9	1.4	1.5
